V1,V2,V3,V4,V5,V6,V7,V8
"sn86071134","The Corpus Christi caller.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1918","1987","http://chroniclingamerica.loc.gov/lccn/sn86071134.json"
"sn86071134","The Corpus Christi caller.","Caller Pub. Co.","Corpus Christi, Tex.","Texas--Nueces--Corpus Christi","1918","1987","http://chroniclingamerica.loc.gov/lccn/sn86071134.json"
"sn87090966","The San Antonio light.","[s.n.]","San Antonio, Tex.","Texas--Bexar--San Antonio","1883","1886","http://chroniclingamerica.loc.gov/lccn/sn87090966.json"
"sn87090966","The San Antonio light.","[s.n.]","San Antonio, Tex.","Texas--Bexar--San Antonio","1883","1886","http://chroniclingamerica.loc.gov/lccn/sn87090966.json"
"sn87090966","The San Antonio light.","[s.n.]","San Antonio, Tex.","Texas--Bexar--San Antonio","1883","1886","http://chroniclingamerica.loc.gov/lccn/sn87090966.json"
"sn84022109","The Waco daily examiner.","J.W. Downs","Waco, Tex.","Texas--McLennan--Waco","187?","1888","http://chroniclingamerica.loc.gov/lccn/sn84022109.json"
"sn84022109","The Waco daily examiner.","J.W. Downs","Waco, Tex.","Texas--McLennan--Waco","187?","1888","http://chroniclingamerica.loc.gov/lccn/sn84022109.json"
"sn84022109","The Waco daily examiner.","J.W. Downs","Waco, Tex.","Texas--McLennan--Waco","187?","1888","http://chroniclingamerica.loc.gov/lccn/sn84022109.json"
"sn86090270","Shiner gazette.","C.W. Ward","Shiner, Tex.","Texas--Lavaca--Shiner","1893","current","http://chroniclingamerica.loc.gov/lccn/sn86090270.json"
"sn86090270","Shiner gazette.","C.W. Ward","Shiner, Tex.","Texas--Lavaca--Shiner","1893","current","http://chroniclingamerica.loc.gov/lccn/sn86090270.json"
"sn86090270","Shiner gazette.","C.W. Ward","Shiner, Tex.","Texas--Lavaca--Shiner","1893","current","http://chroniclingamerica.loc.gov/lccn/sn86090270.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058246","The Logan Republican.","N.R. Moore","Logan, Utah","Utah--Cache--Logan","1902","1924","http://chroniclingamerica.loc.gov/lccn/sn85058246.json"
"sn85058246","The Logan Republican.","N.R. Moore","Logan, Utah","Utah--Cache--Logan","1902","1924","http://chroniclingamerica.loc.gov/lccn/sn85058246.json"
"sn85058246","The Logan Republican.","N.R. Moore","Logan, Utah","Utah--Cache--Logan","1902","1924","http://chroniclingamerica.loc.gov/lccn/sn85058246.json"
"sn85058246","The Logan Republican.","N.R. Moore","Logan, Utah","Utah--Cache--Logan","1902","1924","http://chroniclingamerica.loc.gov/lccn/sn85058246.json"
"sn85058246","The Logan Republican.","N.R. Moore","Logan, Utah","Utah--Cache--Logan","1902","1924","http://chroniclingamerica.loc.gov/lccn/sn85058246.json"
"sn85058246","The Logan Republican.","N.R. Moore","Logan, Utah","Utah--Cache--Logan","1902","1924","http://chroniclingamerica.loc.gov/lccn/sn85058246.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058090","The Lehi banner.","Lehi Pub. Co.","Lehi, Utah","Utah--Utah--Lehi","1891","1917","http://chroniclingamerica.loc.gov/lccn/sn85058090.json"
"sn85058090","The Lehi banner.","Lehi Pub. Co.","Lehi, Utah","Utah--Utah--Lehi","1891","1917","http://chroniclingamerica.loc.gov/lccn/sn85058090.json"
"sn85058090","The Lehi banner.","Lehi Pub. Co.","Lehi, Utah","Utah--Utah--Lehi","1891","1917","http://chroniclingamerica.loc.gov/lccn/sn85058090.json"
"sn85058258","Iron County news.","R. Maeser","Cedar City, Utah","Utah--Iron--Cedar City","1890","189?","http://chroniclingamerica.loc.gov/lccn/sn85058258.json"
"sn85058258","Iron County news.","R. Maeser","Cedar City, Utah","Utah--Iron--Cedar City","1890","189?","http://chroniclingamerica.loc.gov/lccn/sn85058258.json"
"sn85058258","Iron County news.","R. Maeser","Cedar City, Utah","Utah--Iron--Cedar City","1890","189?","http://chroniclingamerica.loc.gov/lccn/sn85058258.json"
"sn85058259","Iron County record.","W.C. Higgins","Cedar City, Utah","Utah--Iron--Cedar City","1893","1982","http://chroniclingamerica.loc.gov/lccn/sn85058259.json"
"sn85058259","Iron County record.","W.C. Higgins","Cedar City, Utah","Utah--Iron--Cedar City","1893","1982","http://chroniclingamerica.loc.gov/lccn/sn85058259.json"
"sn85058259","Iron County record.","W.C. Higgins","Cedar City, Utah","Utah--Iron--Cedar City","1893","1982","http://chroniclingamerica.loc.gov/lccn/sn85058259.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058027","American Fork citizen.","S.W. Ross & L.W. Gaisford","American Fork, Utah","Utah--Utah--American Fork","1912","1979","http://chroniclingamerica.loc.gov/lccn/sn85058027.json"
"sn85058027","American Fork citizen.","S.W. Ross & L.W. Gaisford","American Fork, Utah","Utah--Utah--American Fork","1912","1979","http://chroniclingamerica.loc.gov/lccn/sn85058027.json"
"sn85058027","American Fork citizen.","S.W. Ross & L.W. Gaisford","American Fork, Utah","Utah--Utah--American Fork","1912","1979","http://chroniclingamerica.loc.gov/lccn/sn85058027.json"
"sn85058028","The Citizen.","W.D. Loveless","American Fork, Utah","Utah--Utah--American Fork","1903","1912","http://chroniclingamerica.loc.gov/lccn/sn85058028.json"
"sn85058028","The Citizen.","W.D. Loveless","American Fork, Utah","Utah--Utah--American Fork","1903","1912","http://chroniclingamerica.loc.gov/lccn/sn85058028.json"
"sn85058028","The Citizen.","W.D. Loveless","American Fork, Utah","Utah--Utah--American Fork","1903","1912","http://chroniclingamerica.loc.gov/lccn/sn85058028.json"
"sn85058179","The Garland globe.","J.A. Wixom","Garland, Utah","Utah--Box Elder--Garland","1906","191?","http://chroniclingamerica.loc.gov/lccn/sn85058179.json"
"sn85058179","The Garland globe.","J.A. Wixom","Garland, Utah","Utah--Box Elder--Garland","1906","191?","http://chroniclingamerica.loc.gov/lccn/sn85058179.json"
"sn85058179","The Garland globe.","J.A. Wixom","Garland, Utah","Utah--Box Elder--Garland","1906","191?","http://chroniclingamerica.loc.gov/lccn/sn85058179.json"
"sn85058273","The Mercur miner.","N.H. Dresser","Mercur, Utah","Utah--Tooele--Mercur","1895","1913","http://chroniclingamerica.loc.gov/lccn/sn85058273.json"
"sn85058273","The Mercur miner.","N.H. Dresser","Mercur, Utah","Utah--Tooele--Mercur","1895","1913","http://chroniclingamerica.loc.gov/lccn/sn85058273.json"
"sn85058273","The Mercur miner.","N.H. Dresser","Mercur, Utah","Utah--Tooele--Mercur","1895","1913","http://chroniclingamerica.loc.gov/lccn/sn85058273.json"
"sn85058310","Truth.","Truth Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn85058310.json"
"sn85058310","Truth.","Truth Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn85058310.json"
"sn85058310","Truth.","Truth Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn85058310.json"
"sn86091039","The Utah County Democrat.","F. Nelson","Provo City, Utah","Utah--Utah--Provo","1898","1909","http://chroniclingamerica.loc.gov/lccn/sn86091039.json"
"sn86091039","The Utah County Democrat.","F. Nelson","Provo City, Utah","Utah--Utah--Provo","1898","1909","http://chroniclingamerica.loc.gov/lccn/sn86091039.json"
"sn86091039","The Utah County Democrat.","F. Nelson","Provo City, Utah","Utah--Utah--Provo","1898","1909","http://chroniclingamerica.loc.gov/lccn/sn86091039.json"
"sn86091040","The Provo herald.","Herald Pub. Co.","Provo City, Utah","Utah--Utah--Provo","1909","192?","http://chroniclingamerica.loc.gov/lccn/sn86091040.json"
"sn86091040","The Provo herald.","Herald Pub. Co.","Provo City, Utah","Utah--Utah--Provo","1909","192?","http://chroniclingamerica.loc.gov/lccn/sn86091040.json"
"sn86091040","The Provo herald.","Herald Pub. Co.","Provo City, Utah","Utah--Utah--Provo","1909","192?","http://chroniclingamerica.loc.gov/lccn/sn86091040.json"
"sn86091396","The Garland City globe.","J.A. Wixom","Garland, Utah","Utah--Box Elder--Garland","191?","1925","http://chroniclingamerica.loc.gov/lccn/sn86091396.json"
"sn86091396","The Garland City globe.","J.A. Wixom","Garland, Utah","Utah--Box Elder--Garland","191?","1925","http://chroniclingamerica.loc.gov/lccn/sn86091396.json"
"sn86091396","The Garland City globe.","J.A. Wixom","Garland, Utah","Utah--Box Elder--Garland","191?","1925","http://chroniclingamerica.loc.gov/lccn/sn86091396.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn83045555","Deseret evening news.","G.Q. Cannon","Great Salt Lake City [Utah]","Utah--Salt Lake--Salt Lake City","1867","1920","http://chroniclingamerica.loc.gov/lccn/sn83045555.json"
"sn83045555","Deseret evening news.","G.Q. Cannon","Great Salt Lake City [Utah]","Utah--Salt Lake--Salt Lake City","1867","1920","http://chroniclingamerica.loc.gov/lccn/sn83045555.json"
"sn83045555","Deseret evening news.","G.Q. Cannon","Great Salt Lake City [Utah]","Utah--Salt Lake--Salt Lake City","1867","1920","http://chroniclingamerica.loc.gov/lccn/sn83045555.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn85058130","The Salt Lake herald.","W.C. Dunbar & E.L. Sloan]","Salt Lake City [Utah","Utah--Salt Lake--Salt Lake City","1870","1909","http://chroniclingamerica.loc.gov/lccn/sn85058130.json"
"sn83045555","Deseret evening news.","G.Q. Cannon","Great Salt Lake City [Utah]","Utah--Salt Lake--Salt Lake City","1867","1920","http://chroniclingamerica.loc.gov/lccn/sn83045555.json"
"sn83045555","Deseret evening news.","G.Q. Cannon","Great Salt Lake City [Utah]","Utah--Salt Lake--Salt Lake City","1867","1920","http://chroniclingamerica.loc.gov/lccn/sn83045555.json"
"sn83045555","Deseret evening news.","G.Q. Cannon","Great Salt Lake City [Utah]","Utah--Salt Lake--Salt Lake City","1867","1920","http://chroniclingamerica.loc.gov/lccn/sn83045555.json"
"2010218500","The Inter-mountain farmer and ranchman.","Tribune Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1902","http://chroniclingamerica.loc.gov/lccn/2010218500.json"
"2010218500","The Inter-mountain farmer and ranchman.","Tribune Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1902","http://chroniclingamerica.loc.gov/lccn/2010218500.json"
"2010218500","The Inter-mountain farmer and ranchman.","Tribune Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1902","http://chroniclingamerica.loc.gov/lccn/2010218500.json"
"2010218519","Goodwin's weekly : a thinking paper for thinking people.","C.C. Goodwin, J.T. Goodwin","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1929","http://chroniclingamerica.loc.gov/lccn/2010218519.json"
"2010218519","Goodwin's weekly : a thinking paper for thinking people.","C.C. Goodwin, J.T. Goodwin","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1929","http://chroniclingamerica.loc.gov/lccn/2010218519.json"
"2010218519","Goodwin's weekly : a thinking paper for thinking people.","C.C. Goodwin, J.T. Goodwin","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1929","http://chroniclingamerica.loc.gov/lccn/2010218519.json"
"2010218520","Deseret farmer.","Deseret Farmer Pub. Co.","Provo, Utah","Utah--Provo","1904","1912","http://chroniclingamerica.loc.gov/lccn/2010218520.json"
"2010218520","Deseret farmer.","Deseret Farmer Pub. Co.","Provo, Utah","Utah--Provo","1904","1912","http://chroniclingamerica.loc.gov/lccn/2010218520.json"
"2010218520","Deseret farmer.","Deseret Farmer Pub. Co.","Provo, Utah","Utah--Provo","1904","1912","http://chroniclingamerica.loc.gov/lccn/2010218520.json"
"sn85058012","The Union.","J.W. Carpenter","St. George, Utah","Utah--Washington--Bloomington|Utah--Washington--Saint George","1882","1898","http://chroniclingamerica.loc.gov/lccn/sn85058012.json"
"sn85058012","The Union.","J.W. Carpenter","St. George, Utah","Utah--Washington--Bloomington|Utah--Washington--Saint George","1882","1898","http://chroniclingamerica.loc.gov/lccn/sn85058012.json"
"sn85058012","The Union.","J.W. Carpenter","St. George, Utah","Utah--Washington--Bloomington|Utah--Washington--Saint George","1882","1898","http://chroniclingamerica.loc.gov/lccn/sn85058012.json"
"sn85058310","Truth.","Truth Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn85058310.json"
"sn85058310","Truth.","Truth Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn85058310.json"
"sn85058310","Truth.","Truth Pub. Co.","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1901","1908","http://chroniclingamerica.loc.gov/lccn/sn85058310.json"
"sn86091025","The Sun.","R.W. Crockett","Price, Utah","Utah--Carbon--Price","1915","1932","http://chroniclingamerica.loc.gov/lccn/sn86091025.json"
"sn86091025","The Sun.","R.W. Crockett","Price, Utah","Utah--Carbon--Price","1915","1932","http://chroniclingamerica.loc.gov/lccn/sn86091025.json"
"sn86091025","The Sun.","R.W. Crockett","Price, Utah","Utah--Carbon--Price","1915","1932","http://chroniclingamerica.loc.gov/lccn/sn86091025.json"
"sn85058397","The Evening standard.","W. Glasmann","Ogden City, Utah","Utah--Weber--Ogden","1910","1913","http://chroniclingamerica.loc.gov/lccn/sn85058397.json"
"sn85058397","The Evening standard.","W. Glasmann","Ogden City, Utah","Utah--Weber--Ogden","1910","1913","http://chroniclingamerica.loc.gov/lccn/sn85058397.json"
"sn85058397","The Evening standard.","W. Glasmann","Ogden City, Utah","Utah--Weber--Ogden","1910","1913","http://chroniclingamerica.loc.gov/lccn/sn85058397.json"
"sn85058398","The Ogden standard.","Standard Pub. Co.","Ogden City, Utah","Utah--Weber--Ogden","1902","1910","http://chroniclingamerica.loc.gov/lccn/sn85058398.json"
"sn85058398","The Ogden standard.","Standard Pub. Co.","Ogden City, Utah","Utah--Weber--Ogden","1902","1910","http://chroniclingamerica.loc.gov/lccn/sn85058398.json"
"sn85058398","The Ogden standard.","Standard Pub. Co.","Ogden City, Utah","Utah--Weber--Ogden","1902","1910","http://chroniclingamerica.loc.gov/lccn/sn85058398.json"
"2010218519","Goodwin's weekly : a thinking paper for thinking people.","C.C. Goodwin, J.T. Goodwin","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1929","http://chroniclingamerica.loc.gov/lccn/2010218519.json"
"2010218519","Goodwin's weekly : a thinking paper for thinking people.","C.C. Goodwin, J.T. Goodwin","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1929","http://chroniclingamerica.loc.gov/lccn/2010218519.json"
"2010218519","Goodwin's weekly : a thinking paper for thinking people.","C.C. Goodwin, J.T. Goodwin","Salt Lake City, Utah","Utah--Salt Lake--Salt Lake City","1902","1929","http://chroniclingamerica.loc.gov/lccn/2010218519.json"
"sn86091022","Eastern Utah advocate.","Advocate Print. Co.","Price, Utah","Utah--Carbon--Price","1895","1915","http://chroniclingamerica.loc.gov/lccn/sn86091022.json"
"sn86091022","Eastern Utah advocate.","Advocate Print. Co.","Price, Utah","Utah--Carbon--Price","1895","1915","http://chroniclingamerica.loc.gov/lccn/sn86091022.json"
"sn86091022","Eastern Utah advocate.","Advocate Print. Co.","Price, Utah","Utah--Carbon--Price","1895","1915","http://chroniclingamerica.loc.gov/lccn/sn86091022.json"
"sn86091025","The Sun.","R.W. Crockett","Price, Utah","Utah--Carbon--Price","1915","1932","http://chroniclingamerica.loc.gov/lccn/sn86091025.json"
"sn86091025","The Sun.","R.W. Crockett","Price, Utah","Utah--Carbon--Price","1915","1932","http://chroniclingamerica.loc.gov/lccn/sn86091025.json"
